doc_id,doc_title,collection_dir,collection_code,collection_name,collection_label,work_code,work_title_hint,char_id,role_name,alias_names,role_type_raw,role_type_inferred,gender_inferred,age_inferred,status_identity,personality_tags,behavior_tags,speech_style,narrative_function,line_count,scene_coverage,scene_count_present,centrality_hint,evidence,source_line,raw,confidence,llm_error,role_note
pdf_01000000__01002003___ad1a817c3c,祭长江,01000000,1000000,《戏考》,《戏考》（1000000）,01002003,祭长江,pdf_01000000__01002003___ad1a817c3c__char__d02d5340ae,孙尚香,,正旦,正旦,女,中年,东吴郡主、刘备夫人、枭姬娘娘,忠贞；刚烈；深情；悲戚,设祭；哭诉；投江；尽节,典雅悲切；多用叹词；长段抒情唱词；引用历史典故,主角,3,1,1,1.0,"孙尚香（内白)(二黄慢板）曾记得当年来辞君,棒打鸳鸯两离分。叹皇叔遭不幸龙归海境,不由奴日夜里珠泪淋淋。内侍臣摆驾江边来进,清风一去未亡人。 孙尚香（念)(叫头)(念)(二黄导板)(三叫头)(回龙)(反二黄慢板）设祭长江岸,举目望西川。梦魂何日见,夫君,先主!空自珠泪涟。孙尚香在江边心中酸疼,夫君,先主!啊呀!尊一声汉皇叔细听分明:好夫妻恶姻缘悲哀告禀,凭空中便见听一点心诚。可叹你大英雄出身被困,可叹你结桃园义共死生;可叹你破黄巾声名未重,可叹你虎牢关方显成名;可叹你舍徐庶卧龙三请,可叹你水镜庄得一贤伦;可叹你当阳道夏口夜奔,可叹你全仗着诸葛先生;可叹你跳檀溪险些丧命,我的夫吓! 孙尚香（反二黄慢板）可叹你入虎穴东吴招亲。为报仇在猇亭遇见陆逊,又谁知那小贼果有才能。你不该七百里连营扎定,烧死了众儿郎百万雄兵。人报道你在白帝城丧命,那时节得凶信魂魄离身。实指望破奸曹狼烟扫尽, （孙尚香上，四水旗引龙王同上。） 孙尚香（白） 孙尚香（白） （龙王下。孙尚香换衣。） 孙尚香（白） （孙尚香、四水旗同下。） 听宣读。诏曰：孙尚香为夫投江，尽节一死，玉帝垂怜，封为枭姬娘娘。旨意读罢，望诏谢恩。",7,孙尚香：正旦,0.95,,
pdf_01000000__01002004___832d202725,探寒窑,01000000,1000000,《戏考》,《戏考》（1000000）,01002004,探寒窑,pdf_01000000__01002004___832d202725__char__ca15be1d26,陈氏,,老旦,老旦,女,老年,王宝钏之母，相国夫人,慈爱；关切；传统,探视女儿；表达母爱；劝解,温和；关切；略带说教,配角,0,,0,0.0,# 《探寒窑》（一名：《母女会》）,5,陈氏：老旦,0.9,,
pdf_01000000__01002004___832d202725,探寒窑,01000000,1000000,《戏考》,《戏考》（1000000）,01002004,探寒窑,pdf_01000000__01002004___832d202725__char__12ab79be3e,王宝钏,,正旦,正旦,女,青年至中年,薛平贵之妻，相府千金（已与家庭决裂）,坚贞；刚烈；执着,苦守寒窑；拒绝母亲劝归；坚守婚姻,坚定；悲愤；决绝,主角,0,,0,0.0,# 《探寒窑》（一名：《母女会》）,7,王宝钏：正旦,0.9,,
pdf_01000000__01002005___3f3e3fbcf3,落花园,01000000,1000000,《戏考》,《戏考》（1000000）,01002005,落花园,pdf_01000000__01002005___3f3e3fbcf3__char__44f0d72a68,陈杏元,,正旦,正旦,女,青年,官宦之女，和番公主,坚贞不屈；悲情；刚烈,被迫和番；投崖自尽；被救,哀婉；决绝；文雅,主角,0,,0,0.0,正旦行当，剧名《杏元和番》暗示其为主角，经历被迫和番、投崖等情节,7,陈杏元：正旦,0.9,,
pdf_01000000__01002005___3f3e3fbcf3,落花园,01000000,1000000,《戏考》,《戏考》（1000000）,01002005,落花园,pdf_01000000__01002005___3f3e3fbcf3__char__2aa686666d,邹云英,,旦,旦,女,青年,官宦之女,善良；热心；温柔,救助陈杏元；收留,温和；关切,配角,0,,0,0.0,旦行，与邹母共同救助陈杏元，是推动剧情发展的关键配角,9,邹云英：旦,0.8,,
pdf_01000000__01002005___3f3e3fbcf3,落花园,01000000,1000000,《戏考》,《戏考》（1000000）,01002005,落花园,pdf_01000000__01002005___3f3e3fbcf3__char__56ad2d9979,邹母,,老旦,老旦,女,老年,官宦夫人,慈祥；仁厚；有主见,收留陈杏元；主持家务,慈爱；稳重,配角,0,,0,0.0,老旦行当，作为邹云英之母，在剧中起辅助和庇护作用,11,邹母：老旦,0.8,,
pdf_01000000__01002006___78213d9d3b,探阴山,01000000,1000000,《戏考》,《戏考》（1000000）,01002006,探阴山,pdf_01000000__01002006___78213d9d3b__char__241d0f2798,包拯,,净,净,男,中年,开封府尹，龙图阁大学士,刚正不阿；铁面无私；智慧果断,审案；微服私访；夜探阴山,威严；沉稳；正义凛然,主角,0,,0,0.0,# 《探阴山》,5,包拯：净,0.9,,
pdf_01000000__01002006___78213d9d3b,探阴山,01000000,1000000,《戏考》,《戏考》（1000000）,01002006,探阴山,pdf_01000000__01002006___78213d9d3b__char__deaae7d659,油流鬼,,丑,丑,男,青年,阴山小鬼，柳金蝉的守护者,滑稽；忠诚；机灵,看守柳金蝉；向包拯告密；插科打诨,诙谐；俚俗；快言快语,配角,0,,0,0.0,# 《探阴山》,7,油流鬼：丑,0.85,,
pdf_01000000__01002006___78213d9d3b,探阴山,01000000,1000000,《戏考》,《戏考》（1000000）,01002006,探阴山,pdf_01000000__01002006___78213d9d3b__char__bbaeedf4af,柳金蝉,,旦,旦,女,青年,冤死女鬼，大家闺秀,善良；柔弱；坚贞,诉冤；等待昭雪；受困阴山,哀婉；凄楚；文雅,配角,0,,0,0.0,# 《探阴山》,9,柳金蝉：旦,0.85,,
pdf_01000000__01002007___67f109e2e1,打金枝,01000000,1000000,《戏考》,《戏考》（1000000）,01002007,打金枝,pdf_01000000__01002007___67f109e2e1__char__b19fb3f292,唐王,,老生,老生,男,中年,皇帝,威严；明理；慈爱,处理朝政；调解家庭矛盾；赐封赏罚,庄重；威严；带有帝王口吻,主角,0,,0,0.0,角色类型为老生，剧中为皇帝，处理郭暧与公主的冲突，体现帝王威严与家庭慈爱。,7,唐王：老生,0.9,,
pdf_01000000__01002007___67f109e2e1,打金枝,01000000,1000000,《戏考》,《戏考》（1000000）,01002007,打金枝,pdf_01000000__01002007___67f109e2e1__char__6e73ad2245,郭子仪,,外,外,男,老年,大臣、元帅,忠诚；刚正；谨慎,绑子上殿；请罪；维护朝廷礼仪,恭敬；严肃；自责,配角,0,,0,0.0,角色类型为外，剧中为老臣，因儿子郭暧打公主而绑子上殿请罪。,9,郭子仪：外,0.85,,
pdf_01000000__01002007___67f109e2e1,打金枝,01000000,1000000,《戏考》,《戏考》（1000000）,01002007,打金枝,pdf_01000000__01002007___67f109e2e1__char__b60eaf5747,郭暧,,小生,小生,男,青年,驸马,冲动；直率；有傲气,与公主争执；打公主；被绑上殿,激烈；不服气；年轻气盛,主角,0,,0,0.0,角色类型为小生，剧中为驸马，因与公主争吵而动手，引发核心冲突。,11,郭暧：小生,0.9,,
pdf_01000000__01002007___67f109e2e1,打金枝,01000000,1000000,《戏考》,《戏考》（1000000）,01002007,打金枝,pdf_01000000__01002007___67f109e2e1__char__30b1ff22c2,公主,,旦,旦,女,青年,公主,娇贵；任性；受宠,向父皇告状；与驸马争吵；撒娇,娇嗔；委屈；高傲,主角,0,,0,0.0,角色类型为旦，剧中为公主，因与驸马争执而回宫告状，推动剧情发展。,13,公主：旦,0.9,,
pdf_01000000__01002007___67f109e2e1,打金枝,01000000,1000000,《戏考》,《戏考》（1000000）,01002007,打金枝,pdf_01000000__01002007___67f109e2e1__char__3bb6f99868,皇后,,旦,旦,女,中年,皇后,慈祥；明理；温和,劝解公主；调和矛盾；维护家庭和睦,温柔；劝慰；母性口吻,配角,0,,0,0.0,角色类型为旦，剧中为皇后，在公主告状时进行劝解，体现母仪天下。,15,皇后：旦,0.85,,
pdf_01000000__01002008___7e0325cb8b,八义图,01000000,1000000,《戏考》,《戏考》（1000000）,01002008,八义图,pdf_01000000__01002008___7e0325cb8b__char__58587740c4,程婴,,老生,老生,男,中年（约50岁）,晋国义士，赵盾门客,忠义；智勇；果断；舍己为人,献计救孤；舍子换孤；与公孙杵臼密谋；劝妻舍子,沉稳；坚定；略带急切；多用二黄摇板表达内心,主角,60,1；2；3,3,1.0,"程婴（二黄摇板）适才屠贼传一令,要害晋国众儿孙。 程婴（白）只要有人舍得一命,舍得一子,方能搭救孤儿。 程婴（白）小弟家中,现有一子,与孤儿同庚,将我儿藏在你家,将孤儿掉换。",7,程婴：老生,0.95,,
pdf_01000000__01002008___7e0325cb8b,八义图,01000000,1000000,《戏考》,《戏考》（1000000）,01002008,八义图,pdf_01000000__01002008___7e0325cb8b__char__f41756c410,屠岸贾,,净,净,男,中年,晋国权臣，奸佞,残忍；多疑；阴险；专横,下令搜孤；拷问公孙杵臼；设赏格；斩草除根,威严；咄咄逼人；多用命令式；念白为主,反派主角,38,2；3,2,0.6209,"屠岸贾（念）斩草不除根,萌芽依旧生。 屠岸贾（白）校尉的,去到首阳山将公孙杵臼拿来见我! 屠岸贾（白）哇!胆大老狗,隐藏孤儿,为何不报?",9,屠岸贾：净,0.95,,
pdf_01000000__01002008___7e0325cb8b,八义图,01000000,1000000,《戏考》,《戏考》（1000000）,01002008,八义图,pdf_01000000__01002008___7e0325cb8b__char__6746e5781f,公孙杵臼,,外,外,男,老年,赵盾门客，退隐老人,忠义；刚烈；慷慨；重情,愿舍命救孤；与程婴定计；怒斥屠岸贾,激昂；悲愤；多用二黄摇板；念白有力,重要配角,31,1；2；3,3,0.6078,"公孙杵臼（引子）赵屠结怨恨,恨奸贼,何日罢休。 公孙杵臼（白）愚兄若大年纪,死亦何惧,情愿舍命,但不知何人舍子? 公孙杵臼（二黄摇板）但愿救得忠良后,满斗焚香谢神灵。",11,公孙杵臼：外,0.95,,
pdf_01000000__01002008___7e0325cb8b,八义图,01000000,1000000,《戏考》,《戏考》（1000000）,01002008,八义图,pdf_01000000__01002008___7e0325cb8b__char__49c2bce8c2,程妻,,旦,旦,女,中年（约40岁）,程婴之妻，贤良妇人,慈爱；善良；刚烈；重亲情,起初拒绝舍子；质问丈夫；最终可能妥协（剧情暗示）,哀怨；激烈；多用二黄原板与摇板；情感充沛,重要配角,25,1,1,0.4118,"程妻（引子）仗义救孤身,妻随夫志行。 程妻（白）官人此言差矣!你我所生一子,岂肯搭救他人,那是万万不能! 程妻（二黄摇板）又道是虎狼不食子,你比虎狼狠十分!",13,程妻：旦,0.95,,
pdf_01000000__01002009___15e6fa6cec,鱼肠剑,01000000,1000000,《戏考》,《戏考》（1000000）,01002009,鱼肠剑,pdf_01000000__01002009___15e6fa6cec__char__5ebf47f2e3,伍员,,老生,老生,男,中年,楚国逃亡将领，避难至吴国,孝义；谨慎；有谋略；知恩图报,与人结交；拜府拜访；寻求借兵复仇,文雅谦逊；多用敬语；叙述清晰,主角,29,2；4,2,0.863,"伍员（白）敬重父母,理所当然。 伍员（白）萍水相逢,怎好打扰。 伍员（白）本待投奔姬干岁那里,奈无机会,不敢擅入。",7,伍员：老生,0.95,,
pdf_01000000__01002009___15e6fa6cec,鱼肠剑,01000000,1000000,《戏考》,《戏考》（1000000）,01002009,鱼肠剑,pdf_01000000__01002009___15e6fa6cec__char__cbf529c16a,专诸,,净,净,男,壮年,吴国市井豪杰，孝义之士，以拳棒闻名,豪爽；孝义；勇猛；忍让,习武；与人争斗；让利给牛二；听从母亲召唤,直率；略带粗犷；讲理,主角,30,2；4,2,1.0,"专诸（引子）爱习拳棒，论英雄，盖世无双。 专诸（念）家住吴国在城东,孝义皆全论英雄。 专诸（白）牛二哥不必如此,等小弟时来运转,加利奉还。",9,专诸：净,0.95,,
pdf_01000000__01002009___15e6fa6cec,鱼肠剑,01000000,1000000,《戏考》,《戏考》（1000000）,01002009,鱼肠剑,pdf_01000000__01002009___15e6fa6cec__char__cec14564e1,姬光,,老生,老生,男,中年,吴国公子，有夺位之志,雄心勃勃；礼贤下士；果断,微服出巡；招揽人才；派人聘请专诸,威严；有王者气度；多用快板表达急切心情,主角,22,3；4,2,0.589,"姬光（引子）龙楼凤阁,怎能够,江山归我。 姬光（白）内侍,带定黄金千两,随伍将军前去聘请。 姬光（西皮摇板）得了楚国伍子胥。孤王江山可得的?",11,姬光：老生,0.95,,
pdf_01000000__01002009___15e6fa6cec,鱼肠剑,01000000,1000000,《戏考》,《戏考》（1000000）,01002009,鱼肠剑,pdf_01000000__01002009___15e6fa6cec__char__e8edcde557,孙武,,老生,老生,男,中年,谋士或将领,谨慎；有见识,观察；评论,简洁；直接,配角,1,4,1,0.0548,孙武（白）待我看来。,13,孙武：老生,0.8,,
pdf_01000000__01002009___15e6fa6cec,鱼肠剑,01000000,1000000,《戏考》,《戏考》（1000000）,01002009,鱼肠剑,pdf_01000000__01002009___15e6fa6cec__char__f14a5ae912,被离,,老生,老生,男,中年,谋士或侠客，有师承,智谋；忠诚,献计；展示宝剑,商议语气；注重细节,配角,2,4,1,0.1096,"被离（白）吓,世兄,我下山之时,师傅赐我宝剑,名曰匕首,世兄请看。 被离（同白）必须有酒宴前行刺之人,方能成功。",15,被离：老生,0.85,,
pdf_01000000__01002009___15e6fa6cec,鱼肠剑,01000000,1000000,《戏考》,《戏考》（1000000）,01002009,鱼肠剑,pdf_01000000__01002009___15e6fa6cec__char__d428739935,刘展雄,,净,净,男,中年,武将或义军首领,豪迈；忠诚,点动人马；与昏王对抗,激昂；有号召力,配角,2,4,1,0.0548,"刘展雄（西皮摇板）仁兄点动人和马,再与昏王见高低。",17,刘展雄：净,0.8,,
pdf_01000000__01002009___15e6fa6cec,鱼肠剑,01000000,1000000,《戏考》,《戏考》（1000000）,01002009,鱼肠剑,pdf_01000000__01002009___15e6fa6cec__char__f1cfc7226e,专诸妻,,旦,旦,女,青年,专诸之妻，家庭主妇,贤惠；孝顺,传话；照顾家庭,简短；温和,配角,1,2,1,0.0411,"专诸妻（白）吓,母亲唤你。",19,专诸妻：旦,0.9,,
pdf_01000000__01002010___3013c653cd,钓金龟,01000000,1000000,《戏考》,《戏考》（1000000）,01002010,钓金龟,pdf_01000000__01002010___3013c653cd__char__a470bd08ab,康氏,,老旦,老旦,女,老年,贫苦老妇，张义之母,慈祥；坚韧；爱子,训子；哭灵；诉苦,唱腔苍劲；念白沉稳；多用哭头,主角,0,,0,0.0,角色类型为老旦，剧中为张义之母，有训子、哭灵等情节，符合老年女性身份。,7,康氏：老旦,0.95,,
pdf_01000000__01002010___3013c653cd,钓金龟,01000000,1000000,《戏考》,《戏考》（1000000）,01002010,钓金龟,pdf_01000000__01002010___3013c653cd__char__59a78e16c6,张义,,丑,丑,男,青年,贫苦渔夫，康氏之子,憨厚；孝顺；直率,钓鱼；得宝；报喜,念白诙谐；京白为主；语气活泼,主角,0,,0,0.0,角色类型为丑，剧中为康氏之子，以钓鱼得宝推动剧情，性格憨厚直率。,9,张义：丑,0.95,,
pdf_01000000__01002011___1a9416b419,梅龙镇,01000000,1000000,《戏考》,《戏考》（1000000）,01002011,梅龙镇,pdf_01000000__01002011___1a9416b419__char__612185295d,正德帝,,老生,老生,男,青年至中年,皇帝（微服私访）,风趣；随和；机智；略带轻佻,主动搭讪；调笑；隐瞒身份；观察试探,文雅中带诙谐；多用反问和调侃；语气轻松自信,主角,135,1；2,2,1.0,"正德帝（引子）龙游芳草地,凤绕牡丹池。 正德帝（笑）哈哈哈...... 正德帝（白）酒保,酒保! 正德帝（白）合罕呀,这丫头自称酒大姐,本当叫她一声,怕她消受不起。也罢,以酒为名,叫她一声酒大姐。 正德帝（白）方才那个稍长大汉,他是何人? 正德帝（白）他叫什么名字? 正德帝（白）哪里去了? 正德帝（白）大姐你叫什么名字? 正德帝（白）人生在世,哪有没有名字的道理。 正德帝（白）为君的不叫就是。 正德帝（白）我晓得你姓李,叫什么名字? 正德帝（白）好一个李凤姐,呵呵! 正德帝（白）说出如风,怎能还你?",7,正德帝：老生,0.95,,
pdf_01000000__01002011___1a9416b419,梅龙镇,01000000,1000000,《戏考》,《戏考》（1000000）,01002011,梅龙镇,pdf_01000000__01002011___1a9416b419__char__53ea4bf90b,李凤姐,,旦,旦,女,青年,梅龙镇酒家女,活泼；机敏；羞涩；有主见,招待客人；回避姓名；反问试探；保持距离,口语化；带地方色彩；语气娇嗔；多用短句和反问,主角,135,1；2,2,1.0,"李凤姐（内白）来了。 李凤姐（二黄平板）自幼儿生长在梅龙镇,兄妹卖酒度光阴。我哥哥他也曾对我论:他言道前边有一位军人。李凤姐端茶是客堂进,哟啐! 李凤姐（二黄平板）李凤姐回转绣房门,啊,绣房门。 李凤姐（二黄平板）后面来了卖酒人。 李凤姐（白）酒保没有,倒有个酒大姐在此。 李凤姐（白）军爷讲些什么? 李凤姐（白）他是我家哥哥。 李凤姐（白）他叫李龙。 李凤姐（白）巡更守夜去了。 李凤姐（白）我么,没有名字的。 李凤姐（白）名字倒有,说出来怕军爷你叫。 李凤姐（白）军爷不叫,如此我姓李。 李凤姐（白）我叫李凤姐呵。 正德帝（白）好一个李凤姐,呵呵!",9,李凤姐：旦,0.95,,
pdf_01000000__01002012___6c0f4ca58e,白门楼,01000000,1000000,《戏考》,《戏考》（1000000）,01002012,白门楼,pdf_01000000__01002012___6c0f4ca58e__char__e8e6a3063d,吕布,奉先,小生,小生,男,青年,徐州之主，温侯,自负；好酒色；勇而无谋,饮酒作乐；轻敌；被擒,豪迈；悔恨,主角,20,3；8；9,3,0.6585,"吕布（西皮二六板）每日里闲无事逍遥饮酒,到今日称心愿得坐徐州。只恨的曹操贼屡次入寇,他那里兴人马来夺徐州。狗奸贼要擒我怎能得够?某若是抖威风群贼命休。内侍臣看过了琼浆美酒,我二人只欢乐多饮几瓯。 吕布（西皮摇板）陈公台你不必埋怨于我,大丈夫生和死有何惧却。自追悔恋酒色一时之错,既死在阴人手自听头落。",5,吕布：小生,0.95,,
pdf_01000000__01002012___6c0f4ca58e,白门楼,01000000,1000000,《戏考》,《戏考》（1000000）,01002012,白门楼,pdf_01000000__01002012___6c0f4ca58e__char__5c4622ca1b,貂蝉,,旦,旦,女,青年,吕布之妻，王允义女,机智；忠诚于连环计；冷静,劝酒；假意顺从；被擒,含蓄；暗示,配角,10,3；6；9,3,0.3171,"貂蝉（白)(西皮摇板）看酒。老王允定下了连环巧计,我这里用假意谅他不知。但愿得曹丞相大兵齐至,破徐州俱擒去万事全休。 貂蝉（白）温侯吓,事到其时,此去定被曹公所擒,可怪不得你妻子了。",7,貂蝉：旦,0.9,,
pdf_01000000__01002012___6c0f4ca58e,白门楼,01000000,1000000,《戏考》,《戏考》（1000000）,01002012,白门楼,pdf_01000000__01002012___6c0f4ca58e__char__a17699627a,曹操,孟德,净,净,男,中年,丞相，汉室权臣,雄才大略；果断；威严,发号施令；审问俘虏；赞赏貂蝉,正式；命令式,主角,39,2；9,2,1.0,"曹操（引子）忆昔扶汉朝,威风把名标。 曹操（念）汉室空有主,兵权吾为先。怀志冲霄汉,横行宇宙间。 曹操（白）好,就命使君带领众将,攻打徐州,捉拿吕布满门,不得有误。 曹操（西皮摇板）貂蝉女好妙计盖世功果，",9,曹操：净,0.95,,
pdf_01000000__01002012___6c0f4ca58e,白门楼,01000000,1000000,《戏考》,《戏考》（1000000）,01002012,白门楼,pdf_01000000__01002012___6c0f4ca58e__char__ebbeff365f,刘备,玄德；皇叔,老生,老生,男,中年,使君，汉室宗亲,谨慎；有谋略；重义气,协同作战；进言劝阻；担忧吕布被收,谦逊；含蓄,配角,12,1；2；9,3,0.3252,"刘备（念）桃园义气结金兰， 刘备（白）请丞相发令,备当协力攻打徐州。 刘备（白）哎吓且住,方才丞相要收吕布,言到:顺者昌,逆者亡。这便如何是好?二位贤弟快来。 刘备（白）丞相要收吕布为将,言到:顺者昌,逆者亡。若收了吕布,你我弟兄大事难成。",11,刘备：老生,0.9,,
pdf_01000000__01002012___6c0f4ca58e,白门楼,01000000,1000000,《戏考》,《戏考》（1000000）,01002012,白门楼,pdf_01000000__01002012___6c0f4ca58e__char__bc3f71138a,陈宫,,老生,老生,男,中年,吕布谋士,忠诚；直言；有远见,劝谏；担忧战局；被擒,急切；引经据典,配角,20,3；5；7；9,4,0.5285,"陈宫（西皮摇板）曹操领兵夺徐州,迷恋宫闱吕温侯。将身来在宫门口,见了公公说从头。 陈宫（西皮摇板）不好了!昔日有个商纣王,宠爱妲姬乱朝纲。 陈宫（西皮摇板）有陈宫向前去忙把话说:貂蝉女是假意臣已奏过,反说我老陈宫疑心太多。到如今君臣们带了枷锁,才知道貂蝉女里应外合。",13,陈宫：老生,0.9,,
pdf_01000000__01002013___a1d909916b,华容道,01000000,1000000,《戏考》,《戏考》（1000000）,01002013,华容道,pdf_01000000__01002013___a1d909916b__char__debb0ff402,关羽,云长；关公,红生,红生,男,中年,蜀汉名将，义薄云天的武圣,忠义；重情；高傲；守信,挡曹；念旧情；放走曹操,威严；简洁；掷地有声,主角,0,,0,0.0,# 《华容道》 # （一名：《挡曹》）,7,关羽：红生,0.95,,
pdf_01000000__01002013___a1d909916b,华容道,01000000,1000000,《戏考》,《戏考》（1000000）,01002013,华容道,pdf_01000000__01002013___a1d909916b__char__76e689ebdd,曹操,孟德,净,净,男,老年,败退的魏王，一代枭雄,奸诈；多疑；机变；善于求饶,败走华容道；向关羽求情；以旧恩打动关羽,狡黠；动之以情；低声下气,主角,0,,0,0.0,# 《华容道》 # （一名：《挡曹》）,9,曹操：净,0.95,,
pdf_01000000__01002014___534d1c1fdb,宇宙锋,01000000,1000000,《戏考》,《戏考》（1000000）,01002014,宇宙锋,pdf_01000000__01002014___534d1c1fdb__char__64e4818113,赵艳容,,正旦,正旦,女,青年,丞相之女,刚烈；聪慧；忠贞；有主见,抗婚；装疯；据理力争,文雅；激烈；引经据典,主角,32,1；2,2,0.8333,赵艳容（白）爹爹啊，你身为当朝首相，位列三台，连这三纲五常都不晓得了么？ 赵艳容（西皮散板）听说疯我乐得随机应变，倒卧在尘埃地信口胡言。,5,赵艳容：正旦,0.95,,
pdf_01000000__01002014___534d1c1fdb,宇宙锋,01000000,1000000,《戏考》,《戏考》（1000000）,01002014,宇宙锋,pdf_01000000__01002014___534d1c1fdb__char__99c1b3bbf7,赵高,,净,净,男,老年,当朝丞相,奸诈；趋炎附势；自私,修本；献女；奉承君王,官腔；恭敬；命令式,配角,36,1；2,2,1.0,赵高（白）待为父修下本章，明日早朝奏明圣上。 赵高（白）明日早朝送进宫去。,7,赵高：净,0.9,,
pdf_01000000__01002014___534d1c1fdb,宇宙锋,01000000,1000000,《戏考》,《戏考》（1000000）,01002014,宇宙锋,pdf_01000000__01002014___534d1c1fdb__char__ce022cb4f8,秦王,,小生,小生,男,中年,皇帝,威严；好色；专断,巡幸；封赏；纳妃,简短；命令式；居高临下,配角,21,1；2,2,0.6,秦王（白）孤王意欲宣进宫去同掌山河，意下如何？ 秦王（白）好！太师听封：封你掌朝太师之职。,9,秦王：小生,0.85,,
pdf_01000000__01002015___26a42a307f,取帅印,01000000,1000000,《戏考》,《戏考》（1000000）,01002015,取帅印,pdf_01000000__01002015___26a42a307f__char__5ecd15dfa2,秦琼,,老生,老生,男,老年,开国元勋、病中元帅,重义气；固执；有主见；对朝廷用人不满,卧病在床；接见程咬金；与尉迟恭争执；交托帅印,西皮摇板；直抒胸臆；带病中气短；言语中带讽刺,主角,38,1；2,2,1.0,"投唐保国扶江山,东荡西除马上眠。自从扫贼回朝转,身得疾病有一年。嗟叹日红落西晚,心中焦躁不耐烦。",5,秦琼：老生,0.95,,
pdf_01000000__01002015___26a42a307f,取帅印,01000000,1000000,《戏考》,《戏考》（1000000）,01002015,取帅印,pdf_01000000__01002015___26a42a307f__char__284154a168,程咬金,,丑,丑,男,中年,鲁国公、秦琼结义兄弟,机智；直率；重情义；善于周旋,夜访秦府；通风报信；与军师争论；献策应对,西皮摇板；口语化；带幽默；善于解释,配角,34,1；2,2,0.7843,"万岁金殿把旨传,晓谕文武共两班:明日过府把病探,怕的是泄漏巧机关。",7,程咬金：丑,0.95,,
pdf_01000000__01002015___26a42a307f,取帅印,01000000,1000000,《戏考》,《戏考》（1000000）,01002015,取帅印,pdf_01000000__01002015___26a42a307f__char__c4f594b01a,秦怀玉,,小生,小生,男,青年,秦琼之子、小将,孝顺；谨慎；有礼；敬畏长辈,搀扶父亲；传话通报；遵命行事；表达顾虑,简短；恭敬；直接回答,配角,23,1；2,2,0.5,"他乃是开国元勋,侄儿不敢打。打出祸来,怕圣上降罪。",9,秦怀玉：小生,0.9,,
pdf_01000000__01002015___26a42a307f,取帅印,01000000,1000000,《戏考》,《戏考》（1000000）,01002015,取帅印,pdf_01000000__01002015___26a42a307f__char__ad000b3495,尉迟恭,,净,净,男,中年,开国功臣、武将、被保举为征东元帅,自信；直率；有傲气；不服输,随驾探病；与秦琼争辩；陈述挂帅理由；接受帅印,西皮流水板；慷慨激昂；据理力争；带挑衅,配角,12,2,1,0.3529,"元帅息怒且消停,未将言来你且听:双锏打出唐社稷,某单鞭争来锦乾坤。某家虽然无学问,可以挂帅领将兵。",11,尉迟恭：净,0.95,,
pdf_01000000__01002016___7c4fa6e0d0,打渔杀家,01000000,1000000,《戏考》,《戏考》（1000000）,01002016,打渔杀家,pdf_01000000__01002016___7c4fa6e0d0__char__1b320e74d7,萧恩,,老生,老生,男,老年,贫困渔夫,刚直；隐忍；重义气；有骨气,打渔为生；忍让丁府催税；与李俊、倪荣交友,沉稳；略带沧桑；直接,主角,84,2；3；5,3,1.0,"父女打渔在河下,贫穷哪怕人笑咱。怎奈我年迈苍苍气力不加。不要与他生气。",5,萧恩：老生,0.95,,
pdf_01000000__01002016___7c4fa6e0d0,打渔杀家,01000000,1000000,《戏考》,《戏考》（1000000）,01002016,打渔杀家,pdf_01000000__01002016___7c4fa6e0d0__char__518207dfcc,萧桂英,,旦,旦,女,青年,渔家女,孝顺；勤劳；朴实；有主见,随父打渔；劝父改业；操持家务,温柔；略带忧虑；直率,主角,38,2；3；5,3,0.399,"爹爹年迈,河下生意,不做也罢。孩儿生在渔家,长在渔家。",7,萧桂英：旦,0.95,,
pdf_01000000__01002016___7c4fa6e0d0,打渔杀家,01000000,1000000,《戏考》,《戏考》（1000000）,01002016,打渔杀家,pdf_01000000__01002016___7c4fa6e0d0__char__46eb6d0f04,大教师,,丑,丑,男,中年,丁府教师爷,滑稽；欺软怕硬；愚蠢；自大,带领徒弟讨税；虚张声势；被萧恩推倒,油滑；夸张；粗俗,配角,43,3；4；5,3,0.5,"徒弟们,谁认识萧恩那块? 凑胆子!走! 萧恩不在家。",9,大教师：丑,0.9,,
pdf_01000000__01002016___7c4fa6e0d0,打渔杀家,01000000,1000000,《戏考》,《戏考》（1000000）,01002016,打渔杀家,pdf_01000000__01002016___7c4fa6e0d0__char__6df09b0ab1,李俊,,老生,老生,男,中年,江湖好汉（混江龙）,豪爽；仗义；有胆识,江边游玩；为萧恩出头质问丁府,豪迈；直接；有威严,配角,22,1；2,2,0.2452,"拳打南山猛虎。催讨鱼税银子,可有圣上旨意?",11,李俊：老生,0.9,,
pdf_01000000__01002016___7c4fa6e0d0,打渔杀家,01000000,1000000,《戏考》,《戏考》（1000000）,01002016,打渔杀家,pdf_01000000__01002016___7c4fa6e0d0__char__5f372a1071,倪荣,,净,净,男,中年,江湖好汉（卷毛虎）,勇猛；直率；重义气,与李俊同行；质问丁府鱼税依据,粗犷；有力；咄咄逼人,配角,28,1；2,2,0.3125,"足踢北海蛟龙。哪里是问路的,分明是取...... 敢是那吕子秋?",13,倪荣：净,0.9,,
