doc_id,doc_title,scene_index,scene,source,target,relation_type_raw,relation_type,weight,evidence,evidence_line_ids,derived_by,llm_confidence
pdf_01000000__01002012___6c0f4ca58e,白门楼,8,【第八场】,吕布,刘备,对抗,对抗,1,刘备等众将擒吕布,,llm,
pdf_01000000__01002012___6c0f4ca58e,白门楼,8,【第八场】,吕布,关羽,对抗,对抗,1,关羽等众将擒吕布,,llm,
pdf_01000000__01002012___6c0f4ca58e,白门楼,8,【第八场】,吕布,张飞,对抗,对抗,1,张飞等众将擒吕布,,llm,
pdf_01000000__01002012___6c0f4ca58e,白门楼,9,【第九场】,曹操,貂蝉,命令,命令,2,曹操命人送貂蝉养老宫坐,,llm,
pdf_01000000__01002012___6c0f4ca58e,白门楼,9,【第九场】,曹操,陈宫,对抗,对抗,5,曹操审问陈宫，陈宫痛斥曹操奸雄,,llm,
pdf_01000000__01002012___6c0f4ca58e,白门楼,9,【第九场】,陈宫,曹操,对抗,对抗,5,陈宫拒绝归顺，慷慨赴死,,llm,
pdf_01000000__01002012___6c0f4ca58e,白门楼,9,【第九场】,曹操,吕布,命令,命令,4,曹操下令斩吕布,,llm,
pdf_01000000__01002012___6c0f4ca58e,白门楼,9,【第九场】,刘备,曹操,劝阻,劝阻,3,刘备提醒曹操丁原、董卓故事，劝阻收吕布,,llm,
pdf_01000000__01002012___6c0f4ca58e,白门楼,9,【第九场】,吕布,刘备,对抗,对抗,3,吕布质问刘备忘恩负义,,llm,
pdf_01000000__01002012___6c0f4ca58e,白门楼,9,【第九场】,张辽,曹操,对抗,对抗,4,张辽大骂曹操奸贼，宁死不屈,,llm,
pdf_01000000__01002012___6c0f4ca58e,白门楼,9,【第九场】,曹操,张辽,命令,命令,3,曹操先令斩张辽，后又抓回,,llm,
